Question,Answer,Filename
"What is the License Grant for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?","['Limitations on Rights Granted: the following distribution methods are permitted: non-theatrical, public video, ship and hotel rights (all not earlier than the US theatrical release); home video rental, home video sell through, and commercial video rights (all not earlier than the US video release); cable TV (pay & free), terrestrial TV (pay & free), satellite pay TV; internet TV (pay & free), residential and non-residential pay-per-view, residential and non-residential internet pay-per-view, VOD, near VOD, and internet VOD (all no earlier than the corresponding exploitation in the USA).', ""copy and dub the Titles, and authorize any person to do the foregoing Licensee shall also have the right to make (or have made on its behalf) translations of the Titles with prior written approval by Licensor and subject to the applicable limitations (if any) in Section 2(a)(i) [License Grant];\n\niii. promote each Title in any manner or media, including, without limitation, the right to use and license others to use Licensor's name, the title of, trailers created for and excerpts from such Title (including but not limited to audio portions only), Materials and the name, voice and likeness of and any biographical material concerning all persons appearing in or connected with such Title for the purpose of advertising, promoting and/or publicizing such Title, Licensee and the program service on which the Title is exhibited subject to the applicable limitations (if any) in Section 2(a)(i) [License Grant] ;\n\niv. use the Titles for (i) audience and marketing testing, (ii) sponsor/advertiser screening, and (iii) reference and file purposes, subject to the applicable limitations (if any) in Section 2(a)(i) [License Grant]; and\n\nv. include Licensee's name, trademark and logo in the Titles to identify Licensee as the exhibitor of the Titles."", 'In exchange for the Share Consideration, Licensor hereby grants to Licensee a non-exclusive, royalty-free, perpetual and non-perpetual license (subject to the duration and scope, and format limitations for which Licensor has the rights to each Title as specified in Schedule A1-A6 of Schedule A) to:\n\ni. license, exhibit, distribute, reproduce, transmit, perform, display, and otherwise exploit and make available each Title within the Territory in any language by VOD (including SVOD, TVOD, AVOD and free VOD) for Internet, TV and mobile platforms (including, but not limited to, OTT streaming services, Sites and Mobile Sites), subject to these limitations for each of the Title in Schedule A1-A6:\n\n1) For Titles listed in Schedule A1-A2:\n\nLicensor can only grant Licensee distribution rights to up to six (6) MSOs plus two (2) of China\'s Internet TV license holders or their OTT Internet-based video partners by VOD (including SVOD, TVOD, AVOD and free VOD). China\'s current Internet TV license holders include: CNTV (中国网络电视台/未来电视), BesTV (百视通), Wasu (华数), Southern Media Cooperation (南方传媒), Hunan TV (芒果 TV), China National Radio/Galaxy Internet TV (GITV) (银河电视), and China Radio International (中国国际 广播电台);<omitted>2) For Titles listed in Schedule A3:\n\nFor ""天下女人"": No satellite TV broadcasting rights granted. Titles other than ""猜 猜女人心"", ""赏深越慕"" ,  ""职场新女性挑战行动"", "" 杨澜访谈录""  (自第192期及以后的节 目),""人生相对论 "", "" 天下女人"", and ""正青春"" cannot be edited in any way;\n\n3) For Titles listed in Schedule A4:\n\nOther than the versions (dubbed or translated) in which the Titles in Schedule A4 already exist in (and were delivered in), no further dubbing, translation, or editing may be performed by any party on Schedule A4\'s Titles.', 'Licensor hereby grants Licensee a non-exclusive license to use the logos, trademarks and service marks used by Licensor to identify the Titles (collectively, ""Licensor Marks"") in connection with the use of the Titles as set forth in this Agreement.']",IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Source Code Escrow for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?",[],IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Audit Rights for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?","['Until one (1) year after the expiration of the Profit Participation of each Project, the books and records will be available for inspection by a certified accounting firm or CPA once per year upon reasonable advance notice.']",IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Uncapped Liability for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?","['EXCEPT FOR THE ABOVE INDEMNIFICATION OBLIGATIONS AND FOR BREACHES OF SECTION 14, NEITHER PARTY SHALL BE LIABLE TO THE OTHER FOR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES ARISING OUT OF THIS AGREEMENT (INCLUDING, BUT NOT LIMITED TO, LOSS OF PROFITS), WHETHER IN AN ACTION OR ARISING OUT OF BREACH OF CONTRACT, TORT OR ANY OTHER CAUSE OF ACTION EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.']",IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Liquidated Damages for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?",[],IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Warranty Duration for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?",[],IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Insurance for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?",[],IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Third Party Beneficiary for the contract between YOU ON DEMAND HOLDINGS, INC and Beijing Sun Seven Stars Culture Development Limited?",[],IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf
"What is the Document Name for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",['CO-BRANDING AND SERVICES AGREEMENT'],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Agreement Date for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?","['October 1, 1999']",DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Effective Date for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?","['October 1, 1999']",DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Expiration Date for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?","['The term of this Agreement shall be effective as of the date first stated above and shall continue for a term of three (3) years, unless terminated earlier in accordance with the provisions of this Agreement (the ""Term""); provided, however, that PrimeCall may elect to terminate this Agreement, upon thirty (30) days\' written notice, at any time from and after the time that collectively RSL Communications, Ltd. and/or its Affiliates holds less than fifty percent (50%) of the voting control of DeltaThree\'s outstanding shares.']",DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Renewal Term for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Governing Law for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?","['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without giving effect to the conflict of laws principles thereof.']",DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Most Favored Nation for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Exclusivity for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Competitive Restriction Exception for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Minimum Commitment for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Volume Restriction for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the License Grant for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?","[""Throughout the Term of this Agreement, the parties hereby agree to grant to each other a limited license to use each other's proprietary marks solely in connection with the sale, distribution, marketing and promotion of each party's calling cards by the other party.""]",DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Source Code Escrow for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Audit Rights for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Uncapped Liability for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Liquidated Damages for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Warranty Duration for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Insurance for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Third Party Beneficiary for the contract between deltathree.com, Inc. and RSL COM PrimeCall, Inc.?",[],DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf
"What is the Document Name for the contract between EDIETS.COM, INC. and WOMEN.COM NETWORKS, INC.?",['CO-BRANDING AGREEMENT'],EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf
